Estado;Município;Total domicílios;Água em pelo menos um cômodo;Água no terreno ou propriedade;Não tinham
São Paulo;Centro;4515;4245;269;0
São Paulo;Jd. Alto da Boa Vista;4290;3858;432;0
São Paulo;Jd. Feital;8345;8204;130;11
São Paulo;Jd. Haydee-Vila Vitória;6978;6505;473;0
São Paulo;Jd. Itapark;9234;8988;246;0
São Paulo;Jd. Itapeva;4207;4207;0;0
São Paulo;Jd. Oratório;7996;6912;1076;8
São Paulo;Jd. Zaira II;5460;5436;24;0
São Paulo;Jd. Zaíra III e IV;5607;5494;106;7
São Paulo;Luzitano-Hélida-São Lúcido;4595;4546;6;42
São Paulo;Macuco;7104;6882;205;16
São Paulo;Miranda-Jardim Mauá;7470;7352;108;10
São Paulo;Nucleo Cincinato Braga;5014;4856;158;0
São Paulo;Pq. Bandeirantes;5468;5418;50;0
São Paulo;Pq. das Américas;5407;5384;13;10
São Paulo;Pq. São Vicente-Capuava-Jds. Sonia e Silvia Maria;8812;8805;7;0
São Paulo;Santa Lídia;7489;7074;415;0
São Paulo;Sertãozinho-Vila Mercedes;4220;4199;21;0
São Paulo;Vila Assis Brasil;4260;4003;257;0
São Paulo;Vl. Magini;4689;4633;41;15
São Paulo;Vl. Nova Mauá;4210;4198;0;12
São Paulo;Mirassol;17420;17158;261;0
São Paulo;Área 001;7812;7551;261;0
São Paulo;Área 002;9608;9608;0;0
São Paulo;Mococa;20302;20217;23;62
São Paulo;Área 001;4051;4039;0;12
São Paulo;Área 002;4404;4354;0;50
São Paulo;Área 003;3956;3943;13;0
São Paulo;Área 004;7891;7882;9;0
São Paulo;Mogi das Cruzes;116386;111523;2154;2709
São Paulo;Alto do Ipiranga;4389;4099;290;0
São Paulo;Botujuru;4199;3950;45;204
São Paulo;Braz Cubas;4530;4502;0;28
São Paulo;Centro;4520;4458;62;0
São Paulo;Cezar de Souza;4887;4844;43;0
São Paulo;Cocuera;4904;4360;51;492
São Paulo;Itapeti;6047;5369;22;655
São Paulo;Jardim Aeroporto;4482;4450;0;32
São Paulo;Jardim Planalto;5312;5040;256;17
São Paulo;Jardim São Pedro;4113;4075;0;38
São Paulo;Jardim Universo;4586;4574;0;12
São Paulo;Jundiapeba;5096;4998;70;28
São Paulo;Mogi Moderno;4212;4189;12;10
São Paulo;Parque das Varinhas;4093;3358;314;422
São Paulo;Pq. Olimpico;4468;4458;0;10
São Paulo;Rodeio;5920;5871;27;22
São Paulo;São João;4300;4300;0;0
São Paulo;Sul;4377;3658;122;597
São Paulo;Vila da Prata;5205;4947;196;62
São Paulo;Vila Industrial;5354;5354;0;0
São Paulo;Vila Jundiaí;4769;4755;0;14
São Paulo;Vila Lavínia;6198;6184;14;0
São Paulo;Vila Nova Jundiapeba;4764;4707;29;28
São Paulo;Vila Oliveira;5662;5024;602;36
São Paulo;Mogi Guaçu;41778;41647;54;78
São Paulo;Área 001;4379;4379;0;0
São Paulo;Área 002;4527;4527;0;0
São Paulo;Área 003;4684;4619;0;65
São Paulo;Área 004;4946;4906;28;12
São Paulo;Área 005;4057;4039;19;0
São Paulo;Área 006;6772;6764;8;0
São Paulo;Área 007;5358;5358;0;0
São Paulo;Área 008;7055;7055;0;0
São Paulo;Moji Mirim;27022;26387;496;139
São Paulo;Área 001;6133;6133;0;0
São Paulo;Área 002;6646;6427;209;10
São Paulo;Área 003;8871;8725;17;129
São Paulo;Área 004;5372;5102;270;0
São Paulo;Mongaguá;14557;14002;320;235
São Paulo;Área 001;6872;6518;302;53
São Paulo;Área 002;7685;7484;18;183
São Paulo;Monte Alto;14935;14913;0;22
São Paulo;Área 001;4713;4698;0;15
São Paulo;Área 002;10222;10214;0;8
São Paulo;Monte Mor;14450;13796;528;126
São Paulo;Área 001;5268;5114;92;61
São Paulo;Área 002;9182;8682;436;65
São Paulo;Nova Odessa;15813;15610;181;22
São Paulo;Área 001;6714;6654;49;11
São Paulo;Área 002;9098;8956;132;10
São Paulo;Novo Horizonte;12236;12105;104;26
São Paulo;Área 001;4120;3999;94;26
São Paulo;Área 002;8116;8106;10;0
São Paulo;Olímpia;15986;15392;586;9
São Paulo;Área 001;7266;6888;378;0
São Paulo;Área 002;8720;8503;208;9
São Paulo;Orlândia;11963;11940;23;0
São Paulo;Área 001;4017;4017;0;0
São Paulo;Área 002;7946;7923;23;0
São Paulo;Osasco;201937;194567;6461;908
São Paulo;Aliança;10663;10051;612;0
São Paulo;Ayrosa;9498;9311;187;0
São Paulo;Centro;10920;10490;430;0
São Paulo;Cipava;12649;12389;260;0
São Paulo;Conceição;14136;13921;215;0
São Paulo;Jardim D'abril;8972;8939;33;0
São Paulo;Km 18;13463;12787;676;0
São Paulo;Munhoz Jr.;8599;8422;177;0
São Paulo;Padroeira;12521;12293;228;0
São Paulo;Paiva Ramos;11559;10668;75;815
São Paulo;Pestana;14652;14428;224;0
São Paulo;Portal do Oeste;9896;8892;982;22
São Paulo;Presidente Altino;11868;10681;1162;25
São Paulo;Rochdale;8896;8371;503;22
São Paulo;Santa Maria;13184;13067;117;0
São Paulo;Veloso;9600;9519;81;0
São Paulo;Vila Menk;10841;10481;336;24
São Paulo;Vila Yara;10020;9859;161;0
São Paulo;Osvaldo Cruz;10027;9988;25;13
São Paulo;Área 001;5201;5184;3;13
São Paulo;Área 002;4826;4804;22;0
São Paulo;Ourinhos;32809;32695;60;54
São Paulo;Área 001;4177;4148;21;7
São Paulo;Área 002;4392;4392;0;0
São Paulo;Área 003;6321;6263;11;47
São Paulo;Área 004;8427;8400;27;0
São Paulo;Área 005;9492;9492;0;0
São Paulo;Paraguaçu Paulista;13012;12936;76;0
São Paulo;Área 001;4889;4858;31;0
São Paulo;Área 002;8123;8079;45;0
São Paulo;Paulínia;24304;24103;52;150
São Paulo;Área 001;4302;4280;11;11
São Paulo;Área 002;5432;5412;9;11
São Paulo;Área 003;6575;6462;8;106
São Paulo;Área 004;7995;7948;25;22
São Paulo;Pederneiras;12281;11553;408;320
São Paulo;Área 001;4823;4725;57;41
São Paulo;Área 002;7458;6828;351;279
São Paulo;Pedreira;12704;12547;156;0
São Paulo;Área 001;5979;5916;63;0
São Paulo;Área 002;6725;6631;94;0
São Paulo;Penápolis;18921;18840;60;21
São Paulo;Área 001;4335;4298;37;0
São Paulo;Área 002;7180;7167;0;13
São Paulo;Área 003;7406;7375;23;9
São Paulo;Peruíbe;19292;18652;116;525
São Paulo;Área 001;4305;4249;19;38
São Paulo;Área 002;5820;5366;71;383
São Paulo;Área 003;9167;9037;26;104
São Paulo;Piedade;15406;14586;154;665
São Paulo;Área 001;7829;7217;112;501
São Paulo;Área 002;7576;7369;43;164
São Paulo;Pindamonhangaba;42985;41489;1195;300
São Paulo;Área 001;4106;4073;15;17
São Paulo;Área 002;4203;4192;0;11
São Paulo;Área 003;4278;3862;411;5
São Paulo;Área 004;5103;5103;0;0
São Paulo;Área 005;5982;5864;118;0
São Paulo;Área 006;8016;7515;396;105
São Paulo;Área 007;11297;10881;255;162
São Paulo;Piracicaba;112724;110896;1535;293
São Paulo;Centro 1;5310;5259;51;0
São Paulo;Centro 2;4986;4764;222;0
São Paulo;Centro 3;5491;5480;0;11
São Paulo;Centro 4;5673;5599;74;0
São Paulo;Leste 1;5036;4709;303;24
São Paulo;Leste 2;4318;4301;17;0
São Paulo;Leste 3;6256;6203;23;29
São Paulo;Leste 4;4168;4168;0;0
São Paulo;Norte 1;7804;7782;22;0
São Paulo;Norte 2;5608;5545;63;0
São Paulo;Norte 3;4034;4034;0;0
São Paulo;Norte 4;6442;6166;251;25
São Paulo;Oeste 1;5161;5128;12;21
São Paulo;Oeste 2;6876;6866;10;0
São Paulo;Oeste 3;4684;4674;10;0
São Paulo;Sul 1;6691;6369;322;0
São Paulo;Sul 2;6226;6226;0;0
São Paulo;Sul 3;4164;4146;18;0
São Paulo;Sul 4;7328;7317;11;0
São Paulo;Zona Rural e Distritos;6468;6160;125;183
São Paulo;Piraju;9298;9252;46;0
São Paulo;Área 001;3949;3934;15;0
São Paulo;Área 002;5349;5317;32;0
São Paulo;Pirassununga;22594;22129;457;7
São Paulo;Área 001;4167;3887;272;7
São Paulo;Área 002;4727;4727;0;0
São Paulo;Área 003;6178;6026;152;0
São Paulo;Área 004;7522;7489;33;0
São Paulo;Pitangueiras;10635;9953;682;0
São Paulo;Área 001;4663;4474;189;0
São Paulo;Área 002;5972;5479;493;0
São Paulo;Poá;30546;30311;190;45
São Paulo;Área 001;4535;4530;0;5
São Paulo;Área 002;5057;4917;140;0
São Paulo;Área 003;3806;3806;0;0
São Paulo;Área 004;5568;5549;0;19
São Paulo;Área 005;11580;11509;50;21
São Paulo;Pontal;11684;11212;472;0
São Paulo;Área 001;4166;4166;0;0
São Paulo;Área 002;7518;7046;472;0
São Paulo;Porto Feliz;14560;14375;142;43
São Paulo;Área 001;6308;6254;42;13
São Paulo;Área 002;8252;8121;101;30
São Paulo;Porto Ferreira;15872;15782;83;7
São Paulo;Área 001;6672;6657;9;7
São Paulo;Área 002;9200;9126;74;0
São Paulo;Praia Grande;83541;81997;1410;134
São Paulo;Área 001;9535;9535;0;0
São Paulo;Área 002;8894;8745;149;0
São Paulo;Área 003;9587;9372;216;0
São Paulo;Área 004;9880;9726;155;0
São Paulo;Área 005;8238;7743;458;37
São Paulo;Área 006;5868;5817;41;10
São Paulo;Área 007;9011;8957;35;20
São Paulo;Área 008;6146;6110;0;36
São Paulo;Área 009;11670;11372;277;21
São Paulo;Área 010;4713;4623;81;10
São Paulo;Presidente Epitácio;13153;12999;137;17
São Paulo;Área 001;6192;6058;117;17
São Paulo;Área 002;6961;6940;20;0
São Paulo;Presidente Prudente;67800;67451;222;126
São Paulo;Área 001;5454;5454;0;0
São Paulo;Área 002;5890;5856;33;0
São Paulo;Área 003;4230;4230;0;0
São Paulo;Área 004;5204;5204;0;0
São Paulo;Área 005;8212;8202;10;0
São Paulo;Área 006;6572;6565;7;0
São Paulo;Área 007;4691;4683;9;0
São Paulo;Área 008;4401;4369;0;32
São Paulo;Área 009;4927;4874;53;0
São Paulo;Área 010;5173;5094;79;0
São Paulo;Área 011;8578;8546;0;31
São Paulo;Área 012;4468;4373;32;63
São Paulo;Presidente Venceslau;12381;12150;213;17
São Paulo;Área 001;4966;4849;107;10
São Paulo;Área 002;7415;7301;107;7
São Paulo;Promissão;10952;10389;521;42
São Paulo;Área 001;4793;4742;9;42
São Paulo;Área 002;6158;5646;512;0
São Paulo;Rancharia;9408;9296;65;48
São Paulo;Área 001;4062;4024;38;0
São Paulo;Área 002;5347;5272;27;48
São Paulo;Registro;16481;15386;540;554
São Paulo;Área 001;7982;7093;458;431
São Paulo;Área 002;8499;8293;82;123
São Paulo;Ribeirão Pires;33819;32813;517;489
São Paulo;Área 001;4802;4633;38;130
São Paulo;Área 002;5142;5075;33;33
São Paulo;Área 003;5491;5222;120;148
São Paulo;Área 004;4518;4287;180;51
São Paulo;Área 005;6795;6611;145;39
São Paulo;Área 006;7071;6985;0;86
São Paulo;Ribeirão Preto;195276;192482;2569;225
São Paulo;Área 001;10452;10388;64;0
São Paulo;Área 002;12805;12788;17;0
São Paulo;Área 003;8495;8495;0;0
São Paulo;Área 004;10509;10472;37;0
São Paulo;Área 005;8814;8778;36;0
São Paulo;Área 006;12637;12439;20;178
São Paulo;Área 007;9395;9333;63;0
São Paulo;Área 008;9107;9107;0;0
São Paulo;Área 009;8831;8831;0;0
São Paulo;Área 010;10036;10020;0;16
São Paulo;Área 011;9906;9906;0;0
São Paulo;Área 012;10958;10394;564;0
São Paulo;Área 013;12496;12443;53;0
São Paulo;Área 014;12666;12341;325;0
São Paulo;Área 015;11259;11259;0;0
São Paulo;Área 016;11782;10814;968;0
São Paulo;Área 017;11771;11652;87;32
São Paulo;Área 018;9367;9048;319;0
São Paulo;Área 019;3991;3974;17;0
São Paulo;Rio Claro;59727;58890;810;27
São Paulo;Área 001;4473;4410;58;5
São Paulo;Área 002;4138;4118;20;0
São Paulo;Área 003;13647;13442;193;13
São Paulo;Área 004;5584;5565;9;9
São Paulo;Área 005;4295;4163;132;0
São Paulo;Área 006;4104;4097;7;0
São Paulo;Área 007;4483;4384;99;0
São Paulo;Área 008;5226;5078;148;0
São Paulo;Área 009;6737;6714;23;0
São Paulo;Área 010;7040;6918;122;0
São Paulo;Rio Grande da Serra;13185;12922;148;115
São Paulo;Área 001;5865;5827;0;37
São Paulo;Área 002;7321;7095;148;78
São Paulo;Salto;31855;30950;761;145
São Paulo;Área 001;4093;4093;0;0
São Paulo;Área 002;5059;4690;369;0
São Paulo;Área 003;5364;5306;21;37
São Paulo;Área 004;4477;4437;30;10
São Paulo;Área 005;6035;5895;52;89
São Paulo;Área 006;6827;6530;289;9
São Paulo;Salto de Pirapora;11495;10951;482;62
São Paulo;Área 001;4598;4314;284;0
São Paulo;Área 002;6897;6637;197;62
São Paulo;Santa Bárbara d'Oeste;54898;54342;498;58
São Paulo;Área 001;4238;4217;21;0
São Paulo;Área 002;4251;4244;7;0
São Paulo;Área 003;4334;4334;0;0
São Paulo;Área 004;4606;4606;0;0
São Paulo;Área 005;10530;10480;11;40
São Paulo;Área 006;4700;4577;123;0
São Paulo;Área 007;6533;6515;10;8
São Paulo;Área 008;15707;15370;327;10
São Paulo;Santa Cruz das Palmeiras;9107;9107;0;0
São Paulo;Área 001;3967;3967;0;0
São Paulo;Área 002;5140;5140;0;0
São Paulo;Santa Cruz do Rio Pardo;13981;13938;32;11
São Paulo;Área 001;6617;6606;0;11
São Paulo;Área 002;7364;7332;32;0
São Paulo;Santa Fé do Sul;9991;9954;30;7
São Paulo;Área 001;4369;4369;0;0
São Paulo;Área 002;5622;5585;30;7
São Paulo;Santa Isabel;15262;14889;25;348
São Paulo;Área 001;7518;7247;25;245
São Paulo;Área 002;7744;7641;0;103
São Paulo;Santana de Parnaíba;31619;29443;1477;699
São Paulo;Área 001;4684;4332;198;154
São Paulo;Área 002;4435;4039;9;386
São Paulo;Área 003;9261;8898;285;79
São Paulo;Área 004;13239;12174;985;80
São Paulo;Santo André;216255;212887;2434;934
São Paulo;Assunção;8547;8437;110;0
São Paulo;Camilópolis;8735;8684;51;0
São Paulo;Campestre;12177;12141;36;0
São Paulo;Cata Preta;9991;9901;70;20
São Paulo;Centro;8627;8627;0;0
São Paulo;Cidade São Jorge;10484;10360;96;28
São Paulo;Condomínio Maracanã;11238;11164;0;74
São Paulo;Jardim Bom Pastor;9416;9125;291;0
São Paulo;Jardim Cristiane;10185;10147;38;0
São Paulo;Jardim do Estádio;8406;8298;86;23
São Paulo;Jardim Santo André;9588;9408;93;87
São Paulo;Nações;9289;9045;244;0
São Paulo;Parque Andreense;4846;4083;74;689
São Paulo;Parque Capuava;8977;8918;59;0
São Paulo;Parque João Ramalho;9743;9626;117;0
São Paulo;Parque Novo Oratório;8800;8772;28;0
São Paulo;Parque Oratório;8843;8787;56;0
São Paulo;Santa Terezinha;9306;9270;21;14
São Paulo;Vila Humaita;9118;9055;63;0
São Paulo;Vila Linda;10251;10203;48;0
São Paulo;Vila Luzita;8269;8246;23;0
São Paulo;Vila Palmares;11393;10879;514;0
São Paulo;Vila Pires;10027;9712;315;0
São Paulo;Santos;144587;143103;1367;117
São Paulo;Dique;4071;3987;84;0
São Paulo;Morros;9292;9193;54;45
São Paulo;Orla1;32838;32797;40;0
São Paulo;Orla2;27790;27763;27;0
São Paulo;Zona Central;9942;9491;422;29
São Paulo;Zona Intermediária;39395;38690;683;22
São Paulo;Zona Noroeste 1;9301;9231;49;21
São Paulo;Zona Noroeste 2;11959;11952;7;0
São Paulo;São Bernardo do Campo;239284;231147;6880;1257
São Paulo;Alves Dias-Cooperativa;15783;15500;283;0
São Paulo;Assunção;14030;13816;196;18
São Paulo;Baeta Neves;16306;15752;554;0
São Paulo;Batistini;8272;8095;82;95
São Paulo;Centro;11614;11059;555;0
São Paulo;Centro-Anchieta;10926;10420;506;0
São Paulo;Demarchi-Botujuru;11453;11198;255;0
São Paulo;Dos Alvarenga 1;9674;9161;459;54
São Paulo;Dos Alvarenga 2;8655;8477;14;165
São Paulo;Dos Casa;15136;14800;336;0
São Paulo;Ferrazópolis;12401;12213;188;0
São Paulo;Independência-Planalto;16217;16012;205;0
São Paulo;Jordanópolis-Paulicéia;13323;13159;164;0
São Paulo;Montanhão 1;12499;12185;314;0
São Paulo;Montanhão 2;14337;13480;699;157
São Paulo;Nova Petrópolis-Santa Terezinha;15690;14872;818;0
São Paulo;Riacho Grande-Balneária;9277;7988;522;768
São Paulo;Rudge Ramos;14874;14210;664;0
São Paulo;Taboão;8817;8749;68;0
São Paulo;São Caetano do Sul;50489;49611;878;0
São Paulo;Área 001;4404;4404;0;0
São Paulo;Área 002;5919;5909;10;0
São Paulo;Área 003;4326;4317;9;0
São Paulo;Área 004;7654;7644;10;0
São Paulo;Área 005;4547;4547;0;0
São Paulo;Área 006;5893;5761;132;0
São Paulo;Área 007;8564;8091;473;0
São Paulo;Área 008;9181;8937;244;0
São Paulo;São Carlos;71613;71302;84;227
São Paulo;Centro;4735;4727;9;0
São Paulo;Cidade Aracy;6562;6562;0;0
São Paulo;Cidade Jardim;4096;4076;19;0
São Paulo;Cruzeiro do Sul;5055;5055;0;0
São Paulo;Jardim Beatriz;6379;6379;0;0
São Paulo;Jockey Club;4697;4686;11;0
São Paulo;Maria S. Faggá;6253;6253;0;0
São Paulo;Planalto Paraíso;4466;4466;0;0
São Paulo;Rural;4133;3884;22;227
São Paulo;Sabará;4607;4607;0;0
São Paulo;Santa Felícia;6289;6289;0;0
São Paulo;Vila Isabel;4701;4689;12;0
São Paulo;Vila Prado;4752;4741;11;0
São Paulo;Vila São José;4889;4889;0;0
São Paulo;São João da Boa Vista;27584;27103;412;69
São Paulo;Área 001;3963;3963;0;0
São Paulo;Área 002;4653;4250;403;0
São Paulo;Área 003;4655;4642;0;13
São Paulo;Área 004;5790;5739;9;42
São Paulo;Área 005;8523;8510;0;13
São Paulo;São Joaquim da Barra;14422;14243;169;10
São Paulo;Área 001;7106;7084;22;0
São Paulo;Área 002;7316;7159;148;10
São Paulo;São José do Rio Pardo;15879;15475;385;19
São Paulo;Área 001;7801;7723;78;0
São Paulo;Área 002;8078;7752;306;19
São Paulo;São José do Rio Preto;137127;134637;2348;142
São Paulo;Área 0101;7192;7011;181;0
São Paulo;Área 0102;6262;6180;82;0
São Paulo;Área 0103;5018;5018;0;0
São Paulo;Área 0104;4902;4825;77;0
São Paulo;Área 0105;5793;5793;0;0
São Paulo;Área 0106;5755;5755;0;0
São Paulo;Área 0107;5986;5986;0;0
São Paulo;Área 0108;6490;6490;0;0
São Paulo;Área 0109;7313;7116;159;38
São Paulo;Área 0110;4667;4656;11;0
São Paulo;Área 0111;7570;6794;765;10
São Paulo;Área 0112;5209;5209;0;0
São Paulo;Área 0113;6571;6451;120;0
São Paulo;Área 0114;4855;4762;93;0
São Paulo;Área 0115;5105;4961;144;0
São Paulo;Área 0116;5094;5083;11;0
São Paulo;Área 0117;5087;5066;21;0
São Paulo;Área 0118;8699;8699;0;0
São Paulo;Área 0119;4285;4285;0;0
São Paulo;Área 0120;7720;7658;49;13
São Paulo;Área 0121;6798;6300;497;0
São Paulo;Área 0122;5125;5007;47;71
São Paulo;Área 0123;5632;5530;91;11
São Paulo;São José dos Campos;189450;184442;4244;764
São Paulo;Centro 1;13241;13143;98;0
São Paulo;Centro 2;11456;11211;245;0
São Paulo;Leste 1;17496;16533;851;112
São Paulo;Leste 2;13328;13305;0;23
São Paulo;Leste 3;15963;15122;603;238
São Paulo;Norte 1;15617;15003;565;49
São Paulo;Norte 2;5756;5547;140;68
São Paulo;Norte 3;955;828;124;3
São Paulo;Oeste;13490;13490;0;0
São Paulo;Sudeste;12749;12566;47;136
São Paulo;Sul 1;21020;20780;104;136
São Paulo;Sul 2;20280;20160;120;0
São Paulo;Sul 3;28099;26752;1347;0
São Paulo;São Manuel;11507;11409;67;32
São Paulo;Área 001;4166;4166;0;0
São Paulo;Área 002;7341;7243;67;32
São Paulo;São Miguel Arcanjo;9472;8994;194;284
São Paulo;Área 001;4156;3946;115;96
São Paulo;Área 002;5316;5048;80;188
São Paulo;São Paulo;3573509;3473144;94516;5850
São Paulo;Área 001;9098;9078;20;0
São Paulo;Área 002;11025;10802;223;0
São Paulo;Área 003;15264;14980;283;0
São Paulo;Área 005;10608;9816;518;274
São Paulo;Área 007;10051;9867;184;0
São Paulo;Área 008;12636;12575;61;0
São Paulo;Área 010;14969;14901;67;0
São Paulo;Área 012;12338;12045;293;0
São Paulo;Área 013;8772;8752;20;0
São Paulo;Área 015;12502;12418;85;0
São Paulo;Área 016;8671;8649;22;0
São Paulo;Área 017;13061;12972;89;0
São Paulo;Área 019;13254;13102;152;0
São Paulo;Área 022;17041;16741;300;0
São Paulo;Área 023;5536;5293;242;0
São Paulo;Área 025;14355;14153;202;0
São Paulo;Área 026;15403;14729;674;0
São Paulo;Área 028;11057;10580;444;33
São Paulo;Área 029;10065;9825;229;11
São Paulo;Área 030;10448;10362;86;0
São Paulo;Área 032;14827;14803;24;0
São Paulo;Área 034;9862;9761;101;0
São Paulo;Área 035;12130;11762;368;0
São Paulo;Área 037;13218;13164;54;0
São Paulo;Área 038;14338;13966;372;0
São Paulo;Área 041;9634;9607;27;0
São Paulo;Área 042;8616;8533;83;0
São Paulo;Área 043;10258;10235;23;0
São Paulo;Área 044;5603;5586;17;0
São Paulo;Área 046;10704;10636;67;0
São Paulo;Área 048;8840;8636;204;0
São Paulo;Área 049;8917;8626;291;0
São Paulo;Área 050;12980;12615;365;0
São Paulo;Área 051;8399;8103;273;23
São Paulo;Área 054;13826;13792;0;34
São Paulo;Área 056;15420;14580;791;49
São Paulo;Área 057;9125;9080;45;0
São Paulo;Área 058;8203;8058;145;0
São Paulo;Área 059;16890;16363;527;0
São Paulo;Área 062;15633;15000;633;0
São Paulo;Área 063;11761;11549;212;0
São Paulo;Área 066;12623;12568;55;0
São Paulo;Área 069;11419;11244;174;0
São Paulo;Área 070;13014;12811;203;0
São Paulo;Área 071;8406;8244;162;0
São Paulo;Área 073;16765;16662;103;0
São Paulo;Área 075;16649;16557;92;0
São Paulo;Área 076;15008;14781;227;0
São Paulo;Área 077;13632;13583;50;0
São Paulo;Área 078;9282;8950;332;0
São Paulo;Área 079;9591;9475;116;0
São Paulo;Área 080;8800;8721;79;0
São Paulo;Área 081;9111;9068;43;0
São Paulo;Área 082;9174;9084;90;0
São Paulo;Área 083;11953;11953;0;0
São Paulo;Área 085;11758;11722;36;0
São Paulo;Área 088;10261;10261;0;0
São Paulo;Área 089;10723;10656;68;0
São Paulo;Área 091;13315;13146;169;0
São Paulo;Área 094;12116;11905;190;22
São Paulo;Área 095;12771;12733;15;23
São Paulo;Área 096;16313;15714;599;0
São Paulo;Área 100;13342;12920;422;0
São Paulo;Área 102;11498;10882;616;0
São Paulo;Área 103;16042;15923;119;0
São Paulo;Área 104;11762;11629;133;0
São Paulo;Área 107;14527;14332;169;25
São Paulo;Área 108;10535;10519;16;0
São Paulo;Área 110;14835;14710;126;0
São Paulo;Área 111;15899;15397;502;0
São Paulo;Área 112;10719;10344;334;41
São Paulo;Área 114;9213;9213;0;0
São Paulo;Área 115;8464;8336;125;4
São Paulo;Área 117;13373;13198;175;0
São Paulo;Área 118;9142;9119;23;0
São Paulo;Área 119;15904;15766;119;20
São Paulo;Área 122;13762;13670;92;0
São Paulo;Área 124;13280;13231;49;0
São Paulo;Área 125;14717;14571;146;0
São Paulo;Área 128;14212;13823;389;0
São Paulo;Área 130;9325;9273;53;0
São Paulo;Área 132;9655;9638;17;0
São Paulo;Área 133;12430;12191;239;0
São Paulo;Área 134;14977;14822;155;0
São Paulo;Área 137;15358;15300;58;0
São Paulo;Área 138;13482;13482;0;0
São Paulo;Área 139;11549;11530;19;0
